system,question_idx,question,correct_doc,retrieved_docs,correct_doc_retrieved,llm_score,exact_match,f1_score
Azure_gpt4omini,38,What standard should websites comply with for digital inclusion of people with disabilities?,disability_barriers_in_sports_summary.txt,"disability_barriers_in_sports_summary.txt, sports_limitations_addressing_sdgs_summary.txt, bal_gender_equality_initiatives_summary.txt",True,5,0,0.2666666666666667
Azure_gpt4omini,39,How many basketball courts does NBA Africa aim to construct across Africa within the next decade?,nba_africa_opportunity_international_summary.txt,"nba_africa_opportunity_international_summary.txt, nba_africa_opportunity_courts_summary.txt, basketball_africa_infrastructure_summary.txt",True,5,0,0.1428571428571428
Azure_gpt4omini,40,Which former US President joined BAL as a strategic partner and investor?,investing_in_bal_private_investment_summary.txt,"investing_in_bal_private_investment_summary.txt, bal_global_investment_summary.txt, bal_partners_playoffs_finals_summary.txt",True,5,0,0.25
Azure_gpt4omini,41,In which years will BAL continue to stage Playoffs and Finals in Kigali according to the multi-year extension?,bal_rdb_multi_year_extension_summary.txt,"bal_rdb_multi_year_extension_summary.txt, bal_partners_playoffs_finals_summary.txt, bal_africa_sports_economy_summary.txt",True,5,0,0.4
Azure_gpt4omini,42,What is the seating capacity of Kigali Arena?,africas_flashy_basketball_arenas_summary.txt,"giants_of_africa_2025_kigali_summary.txt, africas_flashy_basketball_arenas_summary.txt, bal_rdb_multi_year_extension_summary.txt",True,5,0,0.1999999999999999
Azure_gpt4omini,43,In what year was basketball introduced to Rwanda by missionaries?,basketball_africa_societal_impact_summary.txt,"basketball_africa_societal_impact_summary.txt, basketball_africa_infrastructure_summary.txt, nba_africa_opportunity_courts_summary.txt",True,5,0,0.1818181818181818
Azure_gpt4omini,44,What percentage of young players cite fun as their main reason for playing basketball?,youth_development_basketball_summary.txt,"youth_development_basketball_summary.txt, basketball_influence_africa_summary.txt, fiba_africa_youth_development.txt",True,5,0,0.1428571428571428
Azure_gpt4omini,45,"On what date was the first new basketball court unveiled at Highland School in Nyamata, Rwanda?",nba_africa_opportunity_courts_summary.txt,"nba_africa_opportunity_courts_summary.txt, basketball_africa_infrastructure_summary.txt, nba_africa_opportunity_international_summary.txt",True,5,0,0.3
Azure_gpt4omini,46,What is the duration of ESPN Africa's broadcast agreement with FIBA?,espn_africa_fiba_broadcast_deal_summary.txt,"espn_africa_fiba_broadcast_deal_summary.txt, fiba_africa_history.txt, afrobasket_summary.txt",True,5,0,0.0
Azure_gpt4omini,47,By what percentage did NBA Africa's social media followers grow year-over-year?,basketball_influence_africa_summary.txt,"basketball_influence_africa_summary.txt, rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt",True,5,0,0.1999999999999999
Azure_gpt4omini,48,Which organization partnered with BAL to advance education and inclusion in Africa?,bal_afd_education_inclusion_summary.txt,"bal_afd_education_inclusion_summary.txt, bal_linking_african_teams_nba_summary.txt, investing_in_bal_private_investment_summary.txt",True,5,0,0.4347826086956522
Azure_gpt4omini,49,What was BAL's estimated valuation in 2021?,bal_africa_sports_economy_summary.txt,"bal_global_investment_summary.txt, bal_africa_sports_economy_summary.txt, investing_in_bal_private_investment_summary.txt",True,5,0,0.4
Azure_gpt4omini,50,On what date were BAL's gender equality initiatives announced?,bal_gender_equality_initiatives_summary.txt,"bal_gender_equality_initiatives_summary.txt, bal_afd_education_inclusion_summary.txt, bal_linking_african_teams_nba_summary.txt",True,5,0,0.4615384615384615
Azure_gpt4omini,51,Which Egyptian player participated in the NBA Summer League from BAL?,bal_linking_african_teams_nba_summary.txt,"basketball_africa_league.txt, nba_academy_bal_us_college_summary.txt, bal_linking_african_teams_nba_summary.txt",True,5,0,0.2666666666666667
Azure_gpt4omini,52,On what dates was BAL's first scouting combine held?,bal_first_scouting_combine_summary.txt,"bal_first_scouting_combine_summary.txt, basketball_africa_league.txt, bal_linking_african_teams_nba_summary.txt",True,5,0,0.3076923076923076
Azure_gpt4omini,53,In what year was WINGSPAN Scouting founded?,africabasket_wingspan_partnership_summary.txt,"africabasket_wingspan_partnership_summary.txt, bal_first_scouting_combine_summary.txt, youth_development_basketball_summary.txt",True,5,0,0.2857142857142857
Azure_gpt4omini,54,List three teams that have won the BAL championship since its inaugural season in 2021.,basketball_africa_league.txt,"basketball_africa_league.txt, bal_linking_african_teams_nba_summary.txt, bal_global_investment_summary.txt",True,3,0,0.1428571428571428
Azure_gpt4omini,55,Name three African national teams that have been dominant in AfroBasket history.,fiba_africa_history.txt,"afrobasket_summary.txt, african_games_3x3_basketball_summary.txt, fiba_africa_history.txt",True,4,0,0.0
Azure_gpt4omini,56,Name two sports introduced by European colonial authorities.,colonial_history_sport.txt,"colonial_history_sport.txt, colonialism_sport_book_summary.txt, africabasket_two_countries.txt",True,5,0,0.5
Azure_gpt4omini,57,List two barriers that historically restricted women's participation in basketball in Africa.,womens_basketball_africa.txt,"womens_basketball_league_africa.txt, bal_gender_equality_initiatives_summary.txt, womens_basketball_africa.txt",True,5,0,0.3076923076923077
Azure_gpt4omini,58,Name two emerging basketball nations mentioned as pushing for greater representation.,africabasket_two_countries.txt,"africabasket_two_countries.txt, rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt",True,5,0,0.5
Azure_gpt4omini,59,List two global competitions that AfroBasket serves as a qualifier for.,afrobasket_summary.txt,"afrobasket_summary.txt, fiba_africa_youth_competitions_summary.txt, africabasket_two_countries.txt",True,5,0,0.375
Azure_gpt4omini,60,Name two prominent African NBA players mentioned who inspire future generations.,rise_of_african_basketball.txt,"basketball_influence_africa_summary.txt, top_african_female_players_summary.txt, rise_and_rise_african_basketball.txt",False,5,0,0.2222222222222222
Azure_gpt4omini,61,"List three key themes mentioned in the key points section of the book ""Sport and Apartheid South Africa"" ..",colonialism_sport_book_summary.txt,"colonial_history_sport.txt, colonialism_sport_book_summary.txt, sports_limitations_addressing_sdgs_summary.txt",True,1,0,0.0625
Azure_gpt4omini,62,List three social impacts of basketball in Africa.,rise_and_rise_african_basketball.txt,"basketball_influence_africa_summary.txt, rise_of_african_basketball.txt, basketball_africa_societal_impact_summary.txt",False,4,0,0.0727272727272727
Azure_gpt4omini,63,List two objectives of the Basketball Without Borders camp in East Africa.,bwb_east_africa_summary.txt,"bwb_east_africa_summary.txt, giants_of_africa_camps_summary.txt, nba_africa_opportunity_international_summary.txt",True,4,0,0.0999999999999999
Azure_gpt4omini,64,List three individual NBA awards or honors Hakeem Olajuwon won during his career.,hakeem_olajuwon_summary.txt,"hakeem_olajuwon_summary.txt, joel_embiid_summary.txt, pascal_siakam_summary.txt",True,4,0,0.1379310344827586
Azure_gpt4omini,65,List two achievements Joel Embiid has earned in the NBA.,joel_embiid_summary.txt,"joel_embiid_summary.txt, hakeem_olajuwon_summary.txt, pascal_siakam_summary.txt",True,4,0,0.5454545454545454
Azure_gpt4omini,66,List three areas of focus for Dikembe Mutombo's humanitarian work.,dikembe_mutombo_summary.txt,"dikembe_mutombo_summary.txt, nba_africa_opportunity_courts_summary.txt, luol_deng_south_sudan_summary.txt",True,4,0,0.0
Azure_gpt4omini,67,List two NBA honors Pascal Siakam has received.,pascal_siakam_summary.txt,"pascal_siakam_summary.txt, serge_ibaka_summary.txt, joel_embiid_summary.txt",True,5,0,0.4761904761904761
Azure_gpt4omini,68,List two ways basketball impacts South Sudan society.,luol_deng_south_sudan_summary.txt,"luol_deng_south_sudan_summary.txt, basketball_africa_societal_impact_summary.txt, basketball_influence_africa_summary.txt",True,5,0,0.1304347826086956
Azure_gpt4omini,69,List two impacts of Gab Gre Lasme's success on African basketball.,gab_gre_lasme_summary.txt,"gab_gre_lasme_summary.txt, rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt",True,4,0,0.1999999999999999
Azure_gpt4omini,70,List three major NBA achievements Giannis Antetokounmpo has earned.,giannis_antetokounmpo_summary.txt,"giannis_antetokounmpo_summary.txt, joel_embiid_summary.txt, hakeem_olajuwon_summary.txt",True,5,0,0.4347826086956522
Azure_gpt4omini,71,List two areas where Serge Ibaka has focused his philanthropic efforts.,serge_ibaka_summary.txt,"serge_ibaka_summary.txt, nba_africa_opportunity_courts_summary.txt, nba_africa_opportunity_international_summary.txt",True,5,0,0.4444444444444445
Azure_gpt4omini,72,List three African countries mentioned as having female basketball players making global waves.,top_african_female_players_summary.txt,"top_african_female_players_summary.txt, womens_basketball_africa.txt, african_games_3x3_basketball_summary.txt",True,5,0,0.4
Azure_gpt4omini,73,List two objectives of FIBA Africa's youth development programs.,fiba_africa_youth_development.txt,"fiba_africa_youth_development.txt, fiba_africa_youth_competitions_summary.txt, fiba_africa_history.txt",True,4,0,0.25
Azure_gpt4omini,74,List two objectives of the proposed African development league.,nba_fiba_african_dev_league.txt,"nba_fiba_african_dev_league.txt, bal_linking_african_teams_nba_summary.txt, bal_afd_education_inclusion_summary.txt",True,5,0,0.3571428571428571
Azure_gpt4omini,75,List three teams that compete in the Nigerian Premier League.,nigerian_premier_league_summary.txt,"nigerian_premier_league_summary.txt, top_10_african_basketball_clubs_summary.txt, african_games_3x3_basketball_summary.txt",True,5,0,0.2105263157894736
Azure_gpt4omini,76,List three social impacts of the Women's Basketball League Africa.,womens_basketball_league_africa.txt,"womens_basketball_league_africa.txt, womens_basketball_africa.txt, bal_gender_equality_initiatives_summary.txt",True,5,0,0.1875
Azure_gpt4omini,77,List three teams that compete in South Africa's Basketball National League.,basketball_national_league_summary.txt,"basketball_national_league_summary.txt, basketball_africa_league.txt, womens_basketball_league_africa.txt",True,5,0,0.1999999999999999
Azure_gpt4omini,78,List two types of tournaments featured in the Youzou Elite Basketball League.,youzou_elite_basketball_summary.txt,"youzou_elite_basketball_summary.txt, fiba_africa_youth_competitions_summary.txt, nigerian_premier_league_summary.txt",True,5,0,0.2222222222222222
Azure_gpt4omini,79,List three existing partners of the Basketball Africa League mentioned.,bal_partners_playoffs_finals_summary.txt,"bal_partners_playoffs_finals_summary.txt, bal_linking_african_teams_nba_summary.txt, basketball_africa_league.txt",True,5,0,0.1428571428571428
Azure_gpt4omini,80,List two age groups featured in FIBA Africa youth competitions.,fiba_africa_youth_competitions_summary.txt,"fiba_africa_youth_competitions_summary.txt, fiba_africa_youth_development.txt, fiba_africa_sub_zones_summary.txt",True,5,0,0.1333333333333333
Azure_gpt4omini,81,List three countries that confirmed participation in the postponed tournament.,afro_varsity_3x3_challenge_summary.txt,"afro_varsity_3x3_challenge_summary.txt, african_games_3x3_basketball_summary.txt, africabasket_two_countries.txt",True,5,0,0.1333333333333333
Azure_gpt4omini,82,List three African players mentioned who joined US college basketball programs.,nba_academy_bal_us_college_summary.txt,"nba_academy_bal_us_college_summary.txt, rise_of_african_basketball.txt, afro_varsity_3x3_challenge_summary.txt",True,5,0,0.1739130434782608
Azure_gpt4omini,83,List four countries included in FIBA Africa Zone 4.,fiba_africa_sub_zones_summary.txt,"fiba_africa_sub_zones_summary.txt, fiba_africa_history.txt, espn_africa_fiba_broadcast_deal_summary.txt",True,5,0,0.2
Azure_gpt4omini,84,List three countries that won medals in the women's 3x3 basketball tournament at the 2023 African Games.,african_games_3x3_basketball_summary.txt,"african_games_3x3_basketball_summary.txt, afro_varsity_3x3_challenge_summary.txt, africabasket_two_countries.txt",True,5,0,0.1428571428571428
Azure_gpt4omini,85,List two types of activities offered at Giants of Africa camps.,giants_of_africa_camps_summary.txt,"giants_of_africa_camps_summary.txt, giants_of_africa_2025_kigali_summary.txt, fiba_africa_youth_development.txt",True,5,0,0.2608695652173913
Azure_gpt4omini,86,List two major initiatives mentioned in the BAL global investment article.,bal_global_investment_summary.txt,"bal_global_investment_summary.txt, investing_in_bal_private_investment_summary.txt, bal_africa_sports_economy_summary.txt",True,5,0,0.054054054054054
Azure_gpt4omini,87,List two challenges mentioned regarding basketball infrastructure in Africa.,basketball_africa_infrastructure_summary.txt,"basketball_africa_infrastructure_summary.txt, africas_flashy_basketball_arenas_summary.txt, basketball_africa_societal_impact_summary.txt",True,3,0,0.1379310344827586
Azure_gpt4omini,88,List three activities featured at the Giants of Africa 2025 Festival.,giants_of_africa_2025_kigali_summary.txt,"giants_of_africa_2025_kigali_summary.txt, giants_of_africa_camps_summary.txt, african_games_3x3_basketball_summary.txt",True,5,0,0.0851063829787234
Azure_gpt4omini,89,List three top African basketball clubs mentioned in the article.,top_10_african_basketball_clubs_summary.txt,"top_10_african_basketball_clubs_summary.txt, africas_flashy_basketball_arenas_summary.txt, rise_of_african_basketball.txt",True,5,0,0.4
Azure_gpt4omini,90,List three types of limitations sport faces in addressing SDGs.,sports_limitations_addressing_sdgs_summary.txt,"sports_limitations_addressing_sdgs_summary.txt, disability_barriers_in_sports_summary.txt, colonial_history_sport.txt",True,5,0,0.1333333333333333
Azure_gpt4omini,91,List three types of accessibility barriers in sports for people with disabilities.,disability_barriers_in_sports_summary.txt,"disability_barriers_in_sports_summary.txt, sports_limitations_addressing_sdgs_summary.txt, african_games_3x3_basketball_summary.txt",True,5,0,0.1428571428571428
Azure_gpt4omini,92,List two key initiatives of the NBA Africa and Opportunity International partnership.,nba_africa_opportunity_international_summary.txt,"nba_africa_opportunity_international_summary.txt, nba_africa_opportunity_courts_summary.txt, bal_gender_equality_initiatives_summary.txt",True,5,0,0.0769230769230769
Azure_gpt4omini,93,List three key investment areas for private investment in BAL.,investing_in_bal_private_investment_summary.txt,"investing_in_bal_private_investment_summary.txt, bal_global_investment_summary.txt, bal_africa_sports_economy_summary.txt",True,5,0,0.1666666666666666
Azure_gpt4omini,94,List three BAL Foundational Partners mentioned in the agreement.,bal_rdb_multi_year_extension_summary.txt,"bal_afd_education_inclusion_summary.txt, bal_partners_playoffs_finals_summary.txt, bal_rdb_multi_year_extension_summary.txt",True,5,0,0.1333333333333333
Azure_gpt4omini,95,List three modern basketball arenas in Africa mentioned in the article.,africas_flashy_basketball_arenas_summary.txt,"africas_flashy_basketball_arenas_summary.txt, basketball_influence_africa_summary.txt, basketball_africa_infrastructure_summary.txt",True,5,0,0.5263157894736842
Azure_gpt4omini,96,List three challenges facing basketball development in Africa.,basketball_africa_societal_impact_summary.txt,"basketball_africa_infrastructure_summary.txt, basketball_africa_societal_impact_summary.txt, rise_of_african_basketball.txt",True,5,0,0.1538461538461538
Azure_gpt4omini,97,List three social skills developed through youth basketball.,youth_development_basketball_summary.txt,"youth_development_basketball_summary.txt, fiba_africa_youth_development.txt, basketball_africa_societal_impact_summary.txt",True,5,0,0.25
Azure_gpt4omini,98,List two activities conducted during the court unveiling events.,nba_africa_opportunity_courts_summary.txt,"nba_africa_opportunity_courts_summary.txt, nba_africa_opportunity_international_summary.txt, giants_of_africa_2025_kigali_summary.txt",True,5,0,0.3076923076923077
Azure_gpt4omini,99,List three types of FIBA tournaments covered in the ESPN Africa broadcast deal.,espn_africa_fiba_broadcast_deal_summary.txt,"espn_africa_fiba_broadcast_deal_summary.txt, africas_flashy_basketball_arenas_summary.txt, fiba_africa_youth_competitions_summary.txt",True,5,0,0.2666666666666667
Azure_gpt4omini,100,List three contributing factors to basketball's growing influence in Africa.,basketball_influence_africa_summary.txt,"basketball_influence_africa_summary.txt, rise_of_african_basketball.txt, rise_and_rise_african_basketball.txt",True,5,0,0.1904761904761905
Azure_gpt4omini,101,List three impact areas of the BAL and AFD partnership.,bal_afd_education_inclusion_summary.txt,"bal_afd_education_inclusion_summary.txt, bal_linking_african_teams_nba_summary.txt, bal_rdb_multi_year_extension_summary.txt",True,5,0,0.048780487804878
Azure_gpt4omini,102,List three revenue streams for the Basketball Africa League.,bal_africa_sports_economy_summary.txt,"bal_africa_sports_economy_summary.txt, bal_linking_african_teams_nba_summary.txt, basketball_influence_africa_summary.txt",True,5,0,0.3333333333333333
Azure_gpt4omini,103,List three key actions in BAL's gender equality initiatives.,bal_gender_equality_initiatives_summary.txt,"bal_gender_equality_initiatives_summary.txt, bal_linking_african_teams_nba_summary.txt, bal_afd_education_inclusion_summary.txt",True,5,0,0.135593220338983
Azure_gpt4omini,104,List two social impact initiatives mentioned for the Basketball Africa League.,bal_linking_african_teams_nba_summary.txt,"bal_linking_african_teams_nba_summary.txt, bal_gender_equality_initiatives_summary.txt, nba_africa_opportunity_international_summary.txt",True,5,0,0.0851063829787234
Azure_gpt4omini,105,List three former NBA players who attended the BAL scouting combine as prospects.,bal_first_scouting_combine_summary.txt,"bal_first_scouting_combine_summary.txt, nba_academy_bal_us_college_summary.txt, nba_fiba_african_dev_league.txt",True,5,0,0.1818181818181818
Azure_gpt4omini,106,List two objectives of the AfricaBasket and WINGSPAN partnership.,africabasket_wingspan_partnership_summary.txt,"africabasket_wingspan_partnership_summary.txt, bal_afd_education_inclusion_summary.txt, nba_africa_opportunity_international_summary.txt",True,5,0,0.7058823529411764
Azure_gpt4omini,107,Which organization co-organizes the Basketball Africa League (BAL) alongside FIBA? A) UEFA B) NBA Africa C) IOC D) FIFA,basketball_africa_league.txt,"basketball_africa_league.txt, bal_linking_african_teams_nba_summary.txt, nba_fiba_african_dev_league.txt",True,5,1,1.0
Azure_gpt4omini,108,Which city serves as the headquarters of FIBA Africa? A) Lagos B) Cairo C) Abidjan D) Nairobi,fiba_africa_history.txt,"fiba_africa_history.txt, africas_flashy_basketball_arenas_summary.txt, fiba_africa_sub_zones_summary.txt",True,5,1,1.0
Azure_gpt4omini,109,Which colonial region used cricket as a tool for elite formation? A) French West Africa B) British India C) Caribbean D) East Africa,colonial_history_sport.txt,"colonial_history_sport.txt, colonialism_sport_book_summary.txt, fiba_africa_sub_zones_summary.txt",True,5,1,1.0
Azure_gpt4omini,110,Which two countries are mentioned as leaders in women's basketball achievements in Africa? A) Egypt and Morocco B) Nigeria and Senegal C) Kenya and Ghana D) Tunisia and Algeria,womens_basketball_africa.txt,"african_games_3x3_basketball_summary.txt, top_african_female_players_summary.txt, africabasket_two_countries.txt",False,5,1,1.0
Azure_gpt4omini,111,What is the primary purpose of allowing two African countries to participate in global events? A) Increase revenue B) Promote inclusivity and showcase broader talent C) Reduce competition D) Follow European models,africabasket_two_countries.txt,"africabasket_two_countries.txt, bal_afd_education_inclusion_summary.txt, fiba_africa_youth_competitions_summary.txt",True,5,1,1.0
Azure_gpt4omini,112,Which country has won the most AfroBasket championships? A) Nigeria B) Tunisia C) Angola D) Senegal,afrobasket_summary.txt,"afrobasket_summary.txt, fiba_africa_history.txt, fiba_africa_sub_zones_summary.txt",True,5,1,1.0
Azure_gpt4omini,113,Which organization launched the Basketball Africa League? A) FIBA only B) NBA Africa and FIBA C) African Union D) IOC,rise_of_african_basketball.txt,"fiba_africa_history.txt, nba_fiba_african_dev_league.txt, basketball_africa_league.txt",False,5,1,1.0
Azure_gpt4omini,114,"What is the primary focus of the book ""Sport and Apartheid South Africa""? A) Modern sports economics B) Colonial history, sport, and cultural identity C) African independence movements D) Olympic history",colonialism_sport_book_summary.txt,"colonialism_sport_book_summary.txt, colonial_history_sport.txt, sports_limitations_addressing_sdgs_summary.txt",True,5,1,1.0
